userName,content
Bagoest_ 21,"Banyak masalah bug Sering kali error saat dipakai, login ulang malah gagal terus. Disuruh update ke versi terbaru, padahal udah versi terbaru. Customer servicenya sangat jelek, tidak memberikan jawaban yg memuaskan. Tolong lah diperbaiki hal-hal begini, sering kali transaksi penting gagal. Gara-gara banyak errornya."
ivan biru,"Kenapa saya tidak bisa masuk aplikasi dana sata, selalu muncul verifikasi, sedangkan semua benar,, tolong jawab Dan bagaimana cara menghubungi dana, kalu terjadi masalah sprti ini, kadang muncul updet versi terbaru, sedangkan sudah ter uodet"
Oto Moto,"Selama ini baik2 saja saya rasakan,kenapa malam ini saldo saya hilang 500 rb,saya sering melihat komplain cust lainnya yg hilang saldo,tapi malam ini saya baru merasakannya,mohon bantuannya untuk mengembalikannya,di lihat riwayat transaksi error,di lihat di pesan masuk ga bisa buka hanya blur putih saja..mohon panduannya admin."
anggi anggi,"Saya menggunakan aplikasi Dana sdh 1 thn, utk bayar kartu kredit, token listrik dan transfer2,, tp hari ini knp gak bs dibuka ? Keterangan Verifikasi Akun terus, padahal sdh masukkan PIN,, biasanya beberapa detik langsung masuk,"
Fajar Muhammad,Tolong min. Kenapa dana tidak bisa diakses. Saya sudah uninstall kemudian instaal ulang lagi. Ketika di input password kenapa tidak bisa masuk. Mna saldo msh ada didalm dana lagi. Segera diperbaiki. Jangan sampai apk dana jadi aplkasi penipuan. Saya sudah lama menggunakan dana. Baru x ini bermasalah.😡😡😡
Alimi Link,"Sangat bermanfaat sekali,,tapi saat ini sering error..coba keluar malah sulit sekali masuknya..tolong sistemnya di perhatikan lagi jangan keseringan sibuk kita semua tau cs nya yang jawab robot. Tolong donk pelanggan butuh pelayanan"
Winarso Winar,"Sekarang sudah masuk top up via Alfamart. Tapi jgn nunggu ulasan keluhan dari member DANA terlebih dulu dong baru diperbaiki sistemnya, gegara top up ga masuk & halaman transaksi error ga muncul riwayatnya. Bilamana akan ada maintenance sistem aplikasi yg efeknya gangguan sementara waktu, alangkah baiknya di infokan terlebih dahulu ke para member."
Rizaldy Y Quardhana,"Makin lama makin banyak menu, bikin proses jalan aplikasi jadi lambat... Mana sering error pula... Tambah lagi sekarang banyak tambahan biaya2... Makin kesini makin payah aplikasi mu..."
Cahya Puspita dewi,"Terlalu sering error. Stuck dibagian verifikasi. Saran aja mending kasih fitur pilihan mau aktifin verif atau engga. Karna udh emosi bngt gara2 verif ga masuk2 pdhl jaringan bagus, udh coba wifi, hotspot, data. Bahkan gada pemberitahuan error atau down. Tolong segera dibetulkan."
Agung Pras,"bisa diandalkan kapan saja, di mana saja. Dengan DANA, kamu bisa bertransaksi non-tunai bahkan non-kartu untuk kebutuhanmu sehari-hari, mulai dari transaksi pembayaran offline, hingga bayar tagihan & cicilan secara online. DANA juga punya banyak fitur yang membuat pengalaman transaksimu lebih praktis & cepat. TULISAN DOANG NYATANYA SEKARANG BNYAK ERORNYA"
pujangga hitam 92,Ketika mau kirim sistem dalam perbaikan.. ketika mau liat riwayat sesi berakhir.. gk ada yg bisa di buka.. padahal pengguna lama.. trus saya instal buat apa gunanya..
Jasmiri,"Aplikasi selalu eror, mana duitku banyak lagi disini, setiap masuk kedana pasti kadang relogin/disuruh login ulang, pas masuk ga bisa bilangnya erorlah loding nya lama banget lagi, pelanggan banyak pula yang kabur gara gara ini, sebaiknya eror dan bug harus diperbaiki sepenuhnya agar tidak seperti ini lagi!!!"
Robby Safari,Tolong dong tingkatkan aplikasi dana jangan sering error' dan sering gangguan .... Skrg aplikasi sejenis menawarkan kecepatan dan efektivitas kinerja sistem yang cepat tanpa gangguan....
Opik Agustian,"Tolong banget ini, saldo saya masih lumayan bamyak. Tapi mau transfer atau penarikan gabisa keterangannya sibuk dan mau live chat atau keluhan di menu riwayat tulisannya error ditambah lg keterangan sesi anda sudah selesai silahkan masuk kembali. Bagaimana solusinya? Tolong dibantu"
Daeng Uchiien,"Keseringan gangguan. Orang kalo lagi butuh cepet transfer jadi susah, karna sedikit sedikit dalam perbaikan. Eeq kucing. Kalo gak sanggup jual aja aplikasinya ke development yg gak lelet"
Zidni Amin,"Makin lama makin berat aja ini aplikasi. Untuk lihat saldo, isi token listrik dan yang lainnya aja lama banget yang ada muter2 terus harus nunggu lama banget g bisa2. Sering update tapi cuman tambah berat aplikasi aja bukan tambah lancar dan lebih mudah"
Dia Ajha,Kacau Apk E-walet Yg satu nih.. Erorr mendadak itu prioritas utama mereka spesial untuk kenyamanan pengguna. Info kalau ada perbaikan bukan hal penting... Saat Ada kita ada urusan penting Pada waktu itu juga yg tidak bisa di undur... Seenaknya nya.... Langsung Disuruh update ke versi terbaru... Namun Tujuan nya menambah masalah kita pengguna apk nya. Bukan mempermudah.... Stelah di-update Malah menambah Korban..kita pula lg yang erorr... lsilahkan update untuk login aplikasi login.. lubang
sabto ryan,"Tolong lah masuk ke menu aja gak bisa ... Di tampilan suruh update.. sudah update masih gak bisa .. di copot di pasang baru aplikasinya.. masih tetap gak bisa ... Mau hubungin bingung kemana.. lewat email gak ada jawaban, di telfon gak di angkat... Solusinya .. saldo saya masih ada di dalam aplikasi"
Dwi Rosdi Jaya,"Baru update malah nggak bisa login. Cuma sampai halaman masukan PIN. Ternyata banyak yg ngalamin masalah setupa. Jgn disarankan live chat, buka riwayat atau apalah itu. Jelas-jelas aplikasi tdk bisa digunakan kok malah nyuruh live chat dgn cara buka riwayat transaksi. Kalau merespon/ngasih saran yg masuk akal"
Faiz Nrfdhl,"buka aplikasi terus diminta untuk update ver terbaru, setelah update malah gk bisa digunakan dan diminta update kembali, pdhl sudah memakai ver terbaru, bukannya lebih baik malah jadi error. maksudnya gmna yaa tlong diperbaiki klo begini kan transaksi jadi terganggu dan terhambat"
dream room13,"sementara bintang 2 dulu, masih sering pembenahan sistem... heyy wahai pihak developer kalau memang belum bisa backup sistem dengan baik lebih baik di sederhanakan seperti dulu tidak perlu terlalu banyak fitur, bukan ranahnya fitur aneh aneh kami cuman butuh topup topup dengan cepat, simpel bukan malah setelah isi saldo dana mau di pakai ""untuk sementara fitur ini tidak bisa di gunakan cobalah beberapa saat lagi"" padahal itu fitur paling intinya dari apk dana, kayak gitu kok tiap hari"
Hani Inayatur Rochmah,"makin lama, makin gak jelas ini apk,, sering banget error. Udah gitu errornya lama banget. Disuru sabar menunggu. Sabar mulu. Tapi penangannya lelet banget... Mana usaha pake apk ini lagi, udah banyak pelanggan kabur gara2 sering error gak jelas... Pantesan makin banyak yg ngasih bintang 1.."
Puri Maharani Wijaya,"aplikasi dana saya tdk bisa digunakan padahal baru saja isi saldo, saat ingin transaksi muncul tulisan eror berkali2, sudah hapus cache masih sama saja! coba instal ulang malah disuruh update versi terbaru tapi di playstore tidak ada tulisan updatenya! kontak ke email gagal karena EMAIL PENERIMA PENUH! ini gimana solusinya? mengecewakan sekali!"
ZHEYANG office,"Gimana si ini apk nya,saya sudah top up,saldo rekening saya berkurang TPI saldo dana tidak msuk,setelah itu saya panik dan saya logut dari akun saya dan ingin login kembali,malah eror dan ga bisa msuk,setelah nunggu Berjam jam saya coba login kembali,malah di suruh update padahal apk saya sudah yg terbaru.. Tolong dong solusi nya."
Pitri Suntiah,Sudah topup tapi saya gabisa login. Di suruh update pdahal itu udh versi teebaru. Trus di suruh kirim email tapi kotak masuknya penuh alhasil gabisa kirim email. Terus bagaimana nasib akun dan saldo saya ? Saya harus buat pengaduan kemana kalo kaya gini
Satya Kencana,"Saya coba login hampir 1 jam gagal terus, disuruh update apk, padahal apk sudah yg terbaru,disuruh hubungi via email, di email malah katanya email dana kepenuhan, ndak bisa nerima lagi. Mudah2an bisa diperbaiki dan ditingkatkan pelayanannya.."
Rii,"mau ngirim uang buru buru malah error gangguan sistem sedang sibuk! udah gitu di tinggal 3-7hari ga buka² aplikasi malah logout otomatis, suruh masukin nomor dan pin lagi. perbaiki sistem nya lah, mau transaksi jadi sulit kaya gini terus"
Kekeyy 18,"Tolong perbaiki lagi, ini kenapa setiap masuk lemot bgt. Koneksi udah pakai wifi Setiap saldo masuk atau mau cek saldo refresh nya lamaaaa bgt. Update pembaruan malah jadi gabisa login Abis ketik pin malah cuma muter doang gak masuk2 ke beranda 😌 mau kasih bintang 5 tolong di perbaiki"
Nanank,"Habis update, pin gak bisa, suruh ganti gak bisa, suruh update lagi, padahal gaj ada update. Makin hari makin gak jelas aja sih nih aplikasi. Update harusnya tambah bagus pelayanan, malah anjlok. Masih bagusan aplikasi sebelah warna ungu."
Oppin,"Kenapa selalu tidak terhubung ke internet gimana nih,,,,,,,, pake wifi pake data sama aja tidak ada koneksi internet coba beberapa saat lagi selalu saja begitu, Terus suruh pindah ke versi terbaru Versi terbarunya yg mana????"
Jezzqueen Design,"Ga bisa login. Jaringan bermasalah. Topup di konter udah masuk notif. Udah baca nominalnya di notif, tapi pas nyampe rumah saldo ga masuk dan ga bisa liat riwayat. Keluar, update, dan ga bisa login lagi. Mana lagi buru2 mau pake uangnya. . . . . Login aja ga bisa, diminta buka riwayat"
Ayu Lovita,"Makin kesini aplikasi ko makin gak jelas,mau login gak bisa di suruh upgrade sedangkan di play store gak ada buat upgrade,akun saya masih ada saldo tapi tidak bisa login,udah nyoba ke hubungin id dana tapi gak bisa"
Hendri Juanda,"Kebanyakan error nya sekarang, kirim uang karna urgensi aja susah bener. Gua tau palingan lu mau bilang, pilih masukkan nomor, masukkan nomor tujuan lalu kirim. Tolong tim developer evaluasi aplikasi dana nya, jgn keseringan error."
liliana Cantik,"padahal pakai Dana ini gampang dan gak ribet.. tp kenapa sllu logout N gak bsa login² lg.. pdhl saldo d dalam masih ad, tp gak bsa d ap²'n.. alasan nya update apk ke yg versi terbaru, udh d update pun masih tetap gak bsa.. sering seperti itu.. maaf trllu jujur, agar bsa jdi evaluasi k dpan nya..🙏"
Dewi anisa Lestari01,"Dana aplikasi buruk, sudah top up tapi tidak masuk, sudah di coba bebrapa kali tapi hasilnya jelek sinyal masuk tapi ga bisa masuk ke Aplikasinya, sudah di upgrade ke version terbaru tetep ga bisa masuk"
Siti Nur Afifah,"Makin parah setelah update,tidak bisa login selalu ada notif untuk update padahal sudah update versi baru,sekalinya bisa masuk sudah verifikasi wajah tetap gagal login,sampai pakai cara masukin pin juga tidak bisa login..di email katanya 24jam tapi alasan banyak lonjakan email masuk,gmn ga banyak lonjakan email masuk aplikasinya bermasalah...perbaiki lah,makin ke sini aplikasi dana makin ancur"
Muhammad Torik,"bagaimana ini min, apk sudah di update tapi tetep tidak bisa login?? sedangkan ada transaksi yg harus diselesaikan, tulisannya silahkan update tapi setelah diupdte tetap ada tulisan itu dan tidak bisa login. tolong diberi penyelesaian yg cepat."
Rio Supardianto,"Aplikasi tidak berjalan dengan baik, terjadi error dan tidak dapat memilih menu, dicoba install ulang dan setelah terinstall dan mencoba masuk ke akun dana kembali terdapat pesan tidak dapat masuk ke akun.... Dan meminta install versi yg lebih baru atau hubungi cs. Jdi ini maksud nya versi yg baru saya install di google play bukan yg terbaru?"
Suhaimi Nurhaka,"Ini aplikasi DANA makin kesini makin buruk pelayanan nya, saldo terpotong tapi top up tidak masuk, kirim email respon nya lama. Ini lagi setelah update malah gak bisa log in dan disuruh update. Padahal jelas sudah menggunakan aplikasi terupdate. Telepon cs selalu ditolak, kalau di playstore disuruh ke live cs 24 jam. Lah gimana mau log in aja gak bisa. Indikasi aplikasi scam"
Shadat Agni,"bolak balik pemeliharaan sistem aja terus !!! seminggu bisa 2 sampai 3 kali pemeliharaan sistem, gimana mau ratinh bagus kalo tiap malam pasti ga bisa kirim uang ataupun top up saldo.. makin kesini kok makin manja kali apk nya yak 😂😂 kalo mau maintenance kasih notif / apalah biar ga kagok kalo saat mau melakukan pembayaran via Qris"
AmaX Channel,"Sudah lama menggunakan dana, belakangan ini sering error. Padahal kita butuh kecepatan transaksi. Disuruh update aplikasi. padahal aplikasi sudah terbru. Kemungkinan bakal di tinggalin sama pengguna kalo seperti ini."
Ajeng Wulandari,"Mohon di tingkatin lg kak,awal2 lancar setiap mau transaksi, tapi setelah di upgrade sering bgt sistim sibuk, terus lama jg, jadi bingung klo pas lg belanja gada yang cash, dan di mbanking udh di pindah di dana semua, mohon di tingkatin kan kembali kak, agar proses nya tidak lama🙏🙏🙏"
Ikhsan Mubarak,Aplikasi parah. Setelah topup 1jt akun ke logout sendiri. Skrg ga bisa login lagi. Sdah email tpi ga ada respon sama skali. Live chat yg diarahkan juga ga ada. Disuruh update versi terbaru pdhl yg saya pakai sudah versi terbarunya. Ini gimana? Terakhir kalinya topup di aplikasi ini 👎🏻
Infinity Gaming,"Ini dana gimana sih udah banyak bug nya. Login gak bisa cek no yg mau di tf uang juga nge bug. Minta di update, dan setelah di update tetap juga gak bisa. Udah di kasih kepercayaan malah gak konsisten. Tolonglah bug nya itu di benerin uang di situ gak dikit."
Artha Interior Lpg,"Sering terjadi gangguan diapliksi dana. Ketika Top Up saldo SANGAT lama masuk ke saldo Dana. Tolong sistemnya diperbaiki lagi supaya pengguna Aplikasi Dana itu PUAS. Jangan cuma Upgrade"" trus kalau kenyataanya aplikasi melangalami banyak Hal / Bug dipalikasinya."
rendi Mustofa,"ketika top up,sudah ada notifikas saldo masuk,tetapi ketika buka aplikasi dananya saldo tetap kosong,di refresh beberapa kali pun tetep tidak bertambah,tolong di perbaiki bugnya ini woyy,bikin susah kalo bugnya kegini"
Mas adi Irawan,"Makin kesini makin gak waras DANA, top up dah hampir 2jam saldo gak masuk², gak cuma gue kawan gue juga. Sinyal 📶 gak ada gangguan, lancar lancar,. Buat transaksi juga mulai susah, keseringan gangguan."
Gita Maulana,"Sering nglag ,loading lambat , trus klo update pasi erorr trus pasti lama , kn ngganggu .. minimal klo mau apdate kasih tau lah misal ( maaf klo ada gangguan krna kami sdng dlm prbaikan ) . . Hargai pengguna aplikasi lu bos . . Jngn suka nyalahin sinyal ,periksa jaringan anda , udah tau Lo nya yg erorr . Gitu aja sih dri sya , cape lama bet klo error' kyk gini ."
Nurrokhem Hidayat,"ini DANA kenapa ya kok makin lama makin gak jelas. cukup lama pake app DANA. baru kali ini sudah top up uangnya lumayan, tapi lihat di saldo DANA nominalnya gak nambah. klik menu riwayat juga error terus. sy kecewa mohon untuk pihak DANA diperbaiki secepatnya. soalnya sy ada keperluan mendesak."
Scarlet Reaper,Yang namanya e-wallet tuh musti lancar setiap saat. Nah ini tiap mau bayar error. Kan malu-maluin di tempat pembelian. Sekali-dua kali bisa di maklumin. Nah ini ber kali kali tiap mau bayar. Sering bgt error. Mana minimal top up nya gede bgt ga ngotak. Saatnya ganti e-wallet.
Daniel Wijanarko,"Setiap mau transaksi (terutama transfer) harus buka tutup aplikasi dulu baru bisa melakukan transaksi, terkadang ""maaf tidak ada koneksi internet."" Padahal wifi 20mbps, apa harus pake konesksi 100mbps?????"
Winata Widjaja,"Fitur tambah nomor pengiriman tidak berfungsi, kadang mau kirim ke teman harus klik berulang ulang. Bukan nya tambah lancar, malah sering gangguan. Kalo masih begini turunin lagi bintang nya"
Romi “Kngrom” 2003,"Apk ini knpa ya setiap kali saya mau log in bermasalah mulu, dan yang d salahin jaringan padahal jaringan saya lancar² saja ga ada kendala,. Sudah saya coba berulang ulang kali tetap saja seperti itu. Sudah saya kirim laporan tetap saja ga d respon dan masalahpun masih sama kayak gitu. Mohon jangan ada perbaikan mulu min🙏"
NST margana,"Kecewa dengan versi yang sekarang, sudah top up tapi saldo gak bertambah² d refresh berkali kali tetap gitu,d buka riwayat malah error'. Padahal sudah cukup lama berlangganan dengan apk dana ini, Tapi sejak d update ke versi terbaru semakin kecewa,tidak kayak dulu yang langsung berkerja sistem nya. Riwayat sudah masuk top up tapi saldo tidak nambah gimana ni min, Bijak lah dalam mengelola sebuah aplikasi yang sudah dipercayai."
NaYens70 // Yenski Napitupulu,"Mohon diperbaiki servernya karena Setiap Log in malah stuck (freeze) sampai gak bisa buka Menu, apalagi pas install ulang sama aja hasilnya... Tertulis ""Opps, jaringan anda sedang masalah, silahkan coba lagi."" Padahal jaringan udah bagus buka YouTube masih lancar & kencang... Tolong diperbaiki secepat mungkin, saldoku masih banyak lagi..."
Okky Hendrawan,"Maaf kawan² semua disana. Aplikasi ini jelek banget, sudah 2x top up eror. Yg pertama nunggu waktu lama masuk dana nya. Padahal sudah update di playstore. Dan yg kedua top up saldo tetep gak masuk dan sudah refresh berkali² bahkan di logout dan di install ulang aplikasi nya tetep gak bisa. Dasar aplikasi laknat."
